subject,electrode_idx,model,condition,layer,time_window,test_R_2,train_R_2,best_alpha,cv_R_2_mean
7,130,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,130,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,131,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,132,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,133,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,134,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,135,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,136,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,137,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,138,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,139,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,140,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,141,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,142,BERT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,124,GPT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,125,GPT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,a,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,a,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,a,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,a,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,v,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,v,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,v,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,v,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,GS,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,GS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,GS,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,GS,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,GNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,GNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,GNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,GNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,NGNS,early,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,NGNS,middle,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,NGNS,late,full_consolidation,1.0,1.0,10.0,1.0
7,126,GPT,NGNS,last,full_consolidation,1.0,1.0,10.0,1.0
7,129,GPT,overall,early,full_consolidation,1.0,1.0,10.0,1.0
7,129,GPT,overall,middle,full_consolidation,1.0,1.0,10.0,1.0
7,129,GPT,overall,late,full_consolidation,1.0,1.0,10.0,1.0
7,129,GPT,overall,last,full_consolidation,1.0,1.0,10.0,1.0
7,129,GPT,a,early,full_consolidation,1.0,1.0,10.0,1.0
